"","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume"
"254",100,0,0,0,0,0,5,0,0,0,10,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,1,10,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,5,5,0,0,70,20,0,35,71,90,196,0.178571428571429,0.362244897959184,0.459183673469388,1,0,0,0,0,0,0,0,0,0,0,0,"CT",16,0.824916701374427,0.775510204081633,0.771672287244594,0.345679012345679
"255",101,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,25,0.6,0.4,0,1,1,1,1,1,1,1,1,1,1,1,10,"10",5,0.8,0.666666666666667,0.5,NA
"256",102,0,0,0,0,0,5,0,0,0,10,20,0,0,0,5,0,0,0,5,0,0,0,5,0,0,1,1,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,1,0,0,0,10,5,0,30,48,15,93,0.32258064516129,0.516129032258065,0.161290322580645,1,1,0,0,0,0,1,1,0,0,1,4,"4",16,0.90137588160481,0.833333333333333,0.749131944444444,0.444444444444444
"257",103,0,0,0,0,0,0,0,0,0,0,30,0,0,0,40,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,80,40,15,135,0.592592592592593,0.296296296296296,0.111111111111111,1,0,1,0,0,0,0,0,0,0,0,1,"N",10,0.823045267489712,0.6640625,0.40625,0.444444444444444
"258",104,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,30,30,10,70,0.428571428571429,0.428571428571429,0.142857142857143,1,0,1,1,1,1,0,1,0,1,0,6,"6",8,0.76530612244898,0.777777777777778,0,0.5
"259",105,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,50,65,15,130,0.384615384615385,0.5,0.115384615384615,1,0,0,0,0,0,0,1,0,0,0,1,"A",9,0.775147928994083,0.58,0.378698224852071,0.444444444444444
"260",106,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,0,61,0.491803278688525,0.508196721311475,0,1,1,1,1,1,1,1,1,1,1,1,10,"10",7,0.757860790110185,0.5,0.530697190426639,NA
"261",107,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,45,0.444444444444444,0.555555555555556,0,1,1,1,1,1,1,1,1,1,1,1,10,"10",8,0.864197530864198,0.75,0.72,NA
"262",108,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,20,0,0,0,0,5,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,20,0,0,50,56,20,126,0.396825396825397,0.444444444444444,0.158730158730159,1,0,0,0,0,0,1,0,0,0,0,1,"S",11,0.828294280675233,0.74,0.465561224489796,0
"263",109,0,0,0,0,0,0,0,0,0,10,50,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,20,0,0,0,0,5,0,5,0,0,10,0,0,0,0,1,0,0,0,0,0,5,0,0,60,76,5,141,0.425531914893617,0.539007092198582,0.0354609929078014,1,0,0,0,0,0,0,0,0,0,1,1,"SF",11,0.813842362054223,0.736111111111111,0.528047091412742,0
"264",110,0,0,0,0,0,0,0,0,0,1,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,30,41,5,76,0.394736842105263,0.539473684210526,0.0657894736842105,1,0,0,1,0,0,0,0,0,0,0,1,"D",9,0.787742382271468,0.722222222222222,0.434265318262939,0
"265",111,0,0,0,0,0,1,0,0,0,10,40,0,0,0,10,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,10,5,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,40,20,0,35,67,60,162,0.216049382716049,0.41358024691358,0.37037037037037,1,0,0,0,0,0,0,1,0,0,0,1,"A",12,0.841792409693644,0.73469387755102,0.593005123635554,0.444444444444444
"266",112,0,0,0,0,0,0,0,0,0,1,50,0,0,0,5,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,20,20,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,10,5,0,60,81,15,156,0.384615384615385,0.519230769230769,0.0961538461538462,1,0,0,0,0,0,1,0,1,0,0,2,"2",13,0.836620644312952,0.75,0.5502210028959,0.444444444444444
"267",113,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,20,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,40,10,0,40,42,50,132,0.303030303030303,0.318181818181818,0.378787878787879,1,0,0,0,1,0,0,0,0,0,0,1,"HM",11,0.816230486685032,0.65625,0.46031746031746,0.32
"268",114,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,1,0,40,55,6,101,0.396039603960396,0.544554455445545,0.0594059405940594,1,0,1,1,0,1,1,0,0,0,0,4,"4",10,0.779335359278502,0.65625,0.446280991735537,0.277777777777778
"269",115,0,0,0,0,0,0,0,0,0,1,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,20,19,0,39,0.512820512820513,0.487179487179487,0,1,1,1,1,1,0,1,0,1,1,1,8,"8",10,0.849441157133465,0.75,0.642659279778393,NA
"270",116,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,30,5,50,0.3,0.6,0.1,1,1,1,1,1,1,0,0,1,1,1,8,"8",8,0.86,0.666666666666667,0.722222222222222,0
"271",117,0,0,0,0,0,0,0,0,0,5,60,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,5,0,0,0,0,0,40,5,0,30,90,45,165,0.181818181818182,0.545454545454545,0.272727272727273,1,0,0,0,1,0,0,0,0,0,0,1,"HM",13,0.793388429752066,0.777777777777778,0.530864197530864,0.197530864197531
"272",118,0,0,0,0,0,0,0,0,0,5,60,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,20,5,0,40,85,25,150,0.266666666666667,0.566666666666667,0.166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,"CT",11,0.788888888888889,0.65625,0.477508650519031,0.32
"273",119,0,0,0,0,0,0,0,0,0,1,40,0,1,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,10,0,45,52,40,137,0.328467153284672,0.37956204379562,0.291970802919708,1,0,0,0,0,0,1,0,0,0,0,1,"S",12,0.828067558207683,0.71604938271605,0.38905325443787,0.375
"274",120,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,40,5,0,0,0,0,5,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,20,5,0,65,55,25,145,0.448275862068966,0.379310344827586,0.172413793103448,1,0,0,0,0,1,0,0,0,0,0,1,"MP",11,0.841854934601665,0.579881656804734,0.628099173553719,0.32
"275",121,0,0,0,0,0,0,0,0,0,5,40,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,50,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,10,0,0,10,5,0,85,70,15,170,0.5,0.411764705882353,0.0882352941176471,1,1,1,0,0,0,0,1,1,1,1,6,"6",13,0.830449826989619,0.588235294117647,0.63265306122449,0.444444444444444
"276",122,0,0,0,0,0,0,0,0,0,10,40,0,0,0,10,0,1,0,10,0,0,0,5,0,5,5,0,0,0,0,0,10,5,0,0,0,0,10,0,5,0,0,10,0,0,0,0,0,0,0,1,0,0,50,10,0,51,76,60,187,0.272727272727273,0.406417112299465,0.320855614973262,1,0,0,0,1,0,0,0,0,0,0,1,"HM",16,0.859103777631617,0.826605151864667,0.675207756232687,0.277777777777778
"277",123,0,0,0,0,0,0,0,0,0,5,20,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,35,10,70,0.357142857142857,0.5,0.142857142857143,1,0,0,1,0,0,0,0,0,0,0,1,"D",10,0.857142857142857,0.8,0.612244897959184,0
"278",124,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,50,20,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,80,55,5,140,0.571428571428571,0.392857142857143,0.0357142857142857,1,1,0,0,0,1,0,1,1,1,1,6,"6",9,0.762755102040816,0.5390625,0.446280991735537,0
"279",125,0,0,0,0,0,0,0,0,0,1,60,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,5,0,30,81,65,176,0.170454545454545,0.460227272727273,0.369318181818182,1,0,0,0,0,0,0,0,0,0,0,0,"CT",12,0.755423553719008,0.777777777777778,0.428288370675202,0.142011834319526
"280",126,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,20,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,55,36,10,101,0.544554455445545,0.356435643564356,0.099009900990099,1,0,1,1,0,1,1,1,1,1,1,8,"8",10,0.818547201254779,0.710743801652893,0.285493827160494,0.5
"281",127,0,0,0,0,0,0,0,0,0,0,60,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,30,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,60,5,0,75,76,65,216,0.347222222222222,0.351851851851852,0.300925925925926,1,0,0,0,0,0,0,1,0,0,0,1,"A",12,0.803326474622771,0.666666666666667,0.363573407202216,0.142011834319526
"282",128,0,0,0,0,0,0,0,0,0,1,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,10,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,35,61,10,106,0.330188679245283,0.575471698113208,0.0943396226415094,1,0,0,1,0,0,0,0,0,0,1,2,"2",12,0.850836596653613,0.775510204081633,0.636925557645794,0.5
"283",129,0,0,0,0,0,0,0,1,0,0,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,35,47,6,88,0.397727272727273,0.534090909090909,0.0681818181818182,1,1,0,0,1,0,0,1,0,1,0,4,"4",12,0.828512396694215,0.775510204081633,0.535083748302399,0.277777777777778
"284",130,0,0,0,0,0,0,0,0,0,1,10,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,0,51,0.490196078431373,0.509803921568627,0,1,1,1,1,1,1,1,1,1,1,1,10,"10",9,0.865051903114187,0.72,0.739644970414201,NA
"285",131,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,5,0,0,0,0,5,5,0,55,65,10,130,0.423076923076923,0.5,0.0769230769230769,1,0,0,0,0,0,0,1,0,0,0,1,"A",12,0.828402366863905,0.644628099173554,0.579881656804734,0.5
"286",132,0,0,0,0,0,0,0,0,0,10,40,0,0,0,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,5,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,0,0,5,0,0,20,5,0,65,75,25,165,0.393939393939394,0.454545454545455,0.151515151515152,1,0,1,0,0,0,0,0,0,0,0,1,"N",13,0.865013774104683,0.674556213017751,0.666666666666667,0.32
"287",133,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,5,0,0,0,5,0,5,5,0,0,0,0,0,10,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,5,0,35,65,65,165,0.212121212121212,0.393939393939394,0.393939393939394,1,0,0,0,0,0,0,0,0,0,0,0,"CT",14,0.795224977043159,0.816326530612245,0.591715976331361,0.142011834319526
"288",134,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,70,10,0,45,50,80,175,0.257142857142857,0.285714285714286,0.457142857142857,1,0,1,0,0,0,0,0,0,0,0,1,"N",12,0.78530612244898,0.71604938271605,0.6,0.21875
"289",135,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,5,0,45,40,65,150,0.3,0.266666666666667,0.433333333333333,1,0,0,0,0,0,0,0,0,0,1,1,"SF",10,0.771111111111111,0.71604938271605,0.40625,0.142011834319526
"290",136,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,30,0,0,35,65,30,130,0.269230769230769,0.5,0.230769230769231,1,0,0,0,1,0,0,0,0,0,0,1,"HM",9,0.775147928994083,0.775510204081633,0.378698224852071,0
"291",137,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,80,20,0,35,50,100,185,0.189189189189189,0.27027027027027,0.540540540540541,1,0,0,0,0,0,0,0,0,1,0,1,"AF",10,0.745069393718042,0.775510204081633,0.34,0.32
"292",138,0,0,0,0,0,0,0,0,0,5,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,40,65,15,120,0.333333333333333,0.541666666666667,0.125,1,0,1,1,0,1,0,1,0,1,1,6,"6",11,0.777777777777778,0.6875,0.390532544378698,0.444444444444444
"293",139,0,0,0,0,0,0,0,0,0,1,60,0,0,0,5,0,0,0,1,0,0,1,5,0,10,0,0,0,0,0,0,30,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,51,77,10,138,0.369565217391304,0.557971014492754,0.072463768115942,1,0,0,0,0,0,0,0,1,0,0,1,"I",12,0.746481831547994,0.615148019992311,0.371394838927306,0
"294",140,0,0,0,0,0,0,0,0,0,5,20,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,25,40,5,70,0.357142857142857,0.571428571428571,0.0714285714285714,1,1,1,1,1,1,1,1,0,0,1,8,"8",10,0.857142857142857,0.72,0.6875,0
"295",141,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,30,5,0,30,75,35,140,0.214285714285714,0.535714285714286,0.25,1,0,0,0,0,0,0,0,0,0,0,0,"CT",11,0.854591836734694,0.777777777777778,0.693333333333333,0.244897959183674
"296",142,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,41,0.48780487804878,0.51219512195122,0,1,1,1,1,1,0,1,1,1,1,0,8,"8",8,0.850684116597264,0.75,0.657596371882086,NA
"297",143,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,23,0,48,0.520833333333333,0.479166666666667,0,1,1,1,1,1,1,1,1,1,1,1,10,"10",10,0.857638888888889,0.72,0.710775047258979,NA
"298",144,0,0,0,0,0,0,0,0,0,0,80,0,0,0,5,0,0,0,5,0,0,0,5,0,5,10,0,0,0,0,0,30,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,40,5,0,55,105,45,205,0.268292682926829,0.51219512195122,0.219512195121951,1,0,0,0,0,0,0,1,0,0,0,1,"A",12,0.779298036882808,0.661157024793389,0.399092970521542,0.197530864197531
"299",145,0,0,0,0,0,0,0,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,60,10,0,30,60,70,160,0.1875,0.375,0.4375,1,0,0,0,0,0,0,0,1,0,0,1,"I",10,0.748046875,0.777777777777778,0.291666666666667,0.244897959183674
"300",146,0,0,0,0,0,0,0,0,0,0,40,0,0,0,20,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,30,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,10,0,70,55,70,195,0.358974358974359,0.282051282051282,0.358974358974359,1,0,1,0,0,0,0,0,0,0,0,1,"N",11,0.82051282051282,0.704081632653061,0.446280991735537,0.244897959183674
"301",147,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,20,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,45,50,55,150,0.3,0.333333333333333,0.366666666666667,1,0,0,0,1,0,0,1,0,1,1,4,"4",10,0.788888888888889,0.71604938271605,0.34,0.165289256198347
"302",148,0,0,0,0,0,0,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,0,30,60,80,170,0.176470588235294,0.352941176470588,0.470588235294118,1,0,0,0,0,0,0,0,0,0,0,0,"CT",11,0.759515570934256,0.777777777777778,0.513888888888889,0.21875
"303",149,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,30,10,0,0,0,0,5,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,40,5,0,55,51,45,151,0.364238410596026,0.337748344370861,0.298013245033113,1,1,0,0,0,1,1,0,1,0,0,4,"4",12,0.835489671505636,0.644628099173554,0.595924644367551,0.197530864197531
"304",150,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,20,10,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,70,10,0,45,55,80,180,0.25,0.305555555555556,0.444444444444444,1,0,0,0,0,0,1,0,0,0,0,1,"S",11,0.79320987654321,0.71604938271605,0.628099173553719,0.21875
"305",151,0,0,0,0,0,0,0,0,0,1,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,25,16,10,51,0.490196078431373,0.313725490196078,0.196078431372549,1,1,1,1,0,1,0,1,1,1,1,8,"8",9,0.865051903114187,0.72,0.5078125,0.5
"306",152,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,25,50,6,81,0.308641975308642,0.617283950617284,0.0740740740740741,1,0,0,1,0,0,0,0,0,0,0,1,"D",8,0.710257582685566,0.72,0.32,0.277777777777778
"307",153,0,0,0,0,0,0,0,0,0,5,30,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,0,0,5,0,20,0,0,5,0,0,0,0,0,1,0,0,0,0,40,5,0,35,66,45,146,0.23972602739726,0.452054794520548,0.308219178082192,1,0,0,0,0,1,0,0,0,0,0,1,"MP",13,0.846312629011072,0.775510204081633,0.684113865932048,0.197530864197531
"308",154,0,0,0,0,0,1,0,0,0,5,40,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,5,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,20,5,0,40,66,25,131,0.305343511450382,0.50381679389313,0.190839694656489,1,0,0,0,0,0,0,1,0,0,0,1,"A",14,0.845521822737603,0.6875,0.60376492194674,0.32
"309",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,30,0,0,0,0,0,10,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,115,10,40,165,0.696969696969697,0.0606060606060606,0.242424242424242,2,0,1,0,0,0,0,0,0,0,0,1,"N",6,0.719926538108356,0.551984877126654,0,0
"310",2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,60,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,80,10,60,150,0.533333333333333,0.0666666666666667,0.4,2,0,0,0,0,0,0,0,1,0,0,1,"I",7,0.671111111111111,0.4140625,0.5,0
"311",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,110,0,30,140,0.785714285714286,0,0.214285714285714,2,0,0,0,0,0,0,0,0,1,0,1,"AF",6,0.676020408163265,0.549586776859504,NA,0
"312",4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,80,0,0,0,0,5,0,0,10,0,0,0,0,0,5,0,0,5,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,110,15,20,145,0.758620689655172,0.103448275862069,0.137931034482759,2,0,0,0,0,0,0,0,0,1,0,1,"AF",9,0.661117717003567,0.450413223140496,0.666666666666667,0
"313",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,1,0,0,2,1,1,1,1,1,1,1,1,1,1,10,"10",4,0.5390625,0.5390625,NA,NA
"314",6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,70,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,100,15,20,135,0.740740740740741,0.111111111111111,0.148148148148148,2,0,1,0,0,0,0,0,0,0,0,1,"N",8,0.688614540466392,0.485,0.444444444444444,0
"315",7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,70,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,0,125,0.8,0.2,0,2,1,0,0,0,0,0,0,0,0,0,1,"W",8,0.656,0.485,0.64,NA
"316",8,0,0,0,0,0,0,0,0,0,0,20,0,0,0,50,0,0,0,0,5,0,0,30,0,0,0,0,0,5,0,0,10,5,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,96,35,41,172,0.558139534883721,0.203488372093023,0.238372093023256,2,0,0,1,0,0,0,0,0,0,0,1,"D",11,0.810640886965928,0.617404513888889,0.612244897959184,0.0475907198096372
"317",9,0,0,0,0,0,0,0,0,0,0,20,10,0,5,80,0,0,0,0,5,0,0,10,0,0,0,0,0,10,0,0,10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,106,50,5,161,0.658385093167702,0.31055900621118,0.031055900621118,2,1,0,0,0,0,0,0,0,0,0,1,"W",11,0.718336483931947,0.410288358846565,0.74,0
"318",10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,95,0.947368421052632,0.0526315789473684,0,2,1,1,1,1,1,1,1,1,1,1,10,"10",4,0.43213296398892,0.37037037037037,0,NA
