"","SampleNo","Amaranthus_retroflexus","Arenaria_serpyllifolia_agg.","Bellis_perennis","Brassica_napus","Bromus_hordeaceus","Capsella_bursa.pastoris","Cerastium_fontanum","Cerastium_glomeratum","Cerastium_holosteoides","Chenopodium_album","Cichorium_intybus","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Digitaria_sanguinalis","Echinocloa_crus.gali","Elymus_repens","Eragrostis_minor","Erigeron_canadensis","Erodium_spec.","Euphorbia_peplus","Festuca_arundinacea","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Geranium_pusillum","Hordeum_murinum","Hypericum_perforatum","Hypochaeris_radicata","Lamium_purpurea","Lolium_multiflorum_agg.","Lolium_perenne","Lotus_corniculatus","Matricaria_discoidea","Medicargo_x_varia","Persicaria_laxiflora","Phleum_pratense","Plantago_intermedia","Plantago_lanceolata","Poa_trivialis","Polygonum_aviculare","Portulaca_oleracea","Rumex_chrispus","Rumex_obtursifolia","Rumex_thyrsiflorus","Scorzoneroides_autumnalis","Silene_latifolia","Sonchus_oleraceus","Spergula_arvensis","Stellaria_media","Taraxacum_sec._ruderalia","Trifolium_hybridum","Trifolium_pratense","Trifolium_repens","Vicia_villosa","grass_sum","herb_sum","legume_sum","all_abundance","grass_prop","herb_prop","legume_prop","time","W","N","D","HM","MP","S","A","I","AF","SF","Lv","remark","richness_all","diversity_all","diversity_grass","diversity_herb","diversity_legume","shannon_all","evenness_all","simpson_all","shannon_grass","evenness_grass","simpson_grass","shannon_herb","evenness_herb","simpson_herb","shannon_legume","evenness_legume","simpson_legume","biomass_oct","biomass_jun","biomass"
"40",40,0,0,0,0,0,0,0,0,0,5,60,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,50,30,0,21,91,80,192,0.109375,0.473958333333333,0.416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,"CT",13,0.793185763888889,0.607709750566893,0.510807873445236,0.46875,1.83472016676921,0.715304636105949,0.793185763888889,1.24137627774121,0.692825292156001,0.607709750566893,0.976027656750401,0.606440080235382,0.510807873445236,0.661563238157982,0.954434002924965,0.46875,632.80585,0,632.80585
"41",41,0,0,0,0,0,1,0,0,0,5,80,0,0,0,0,0,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,40,20,0,21,117,60,198,0.106060606060606,0.590909090909091,0.303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,"CT",14,0.767880828486889,0.607709750566893,0.493973263204032,0.444444444444444,1.81914728457148,0.68931707703246,0.767880828486889,1.24137627774121,0.692825292156001,0.607709750566893,0.988243877215694,0.551549409498285,0.493973263204032,0.636514168294813,0.91829583405449,0.444444444444444,658.23996,0,658.23996
"42",42,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,60,20,0,21,62,80,163,0.128834355828221,0.380368098159509,0.49079754601227,0,0,0,0,0,1,0,0,0,0,0,1,"MP",13,0.775113854492077,0.607709750566893,0.531217481789802,0.375,1.79897554688976,0.701368836642515,0.775113854492077,1.24137627774121,0.692825292156001,0.607709750566893,1.0044427717477,0.624095383852731,0.531217481789802,0.562335144618808,0.811278124459133,0.375,729.67645,0,729.67645
"43",43,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,50,30,0,21,111,80,212,0.0990566037735849,0.523584905660377,0.377358490566038,0,0,0,0,0,0,1,0,0,0,0,1,"S",13,0.736917052331791,0.607709750566893,0.33033033033033,0.46875,1.67919834323379,0.654671149100443,0.736917052331791,1.24137627774121,0.692825292156001,0.607709750566893,0.708601369023998,0.440278785251377,0.33033033033033,0.661563238157982,0.954434002924965,0.46875,766.77645,0,766.77645
"44",44,5,0,0,0,0,1,0,0,0,1,70,0,0,0,1,1,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,50,30,0,23,88,80,191,0.120418848167539,0.460732984293194,0.418848167539267,0,0,0,0,0,1,0,0,0,0,0,1,"MP",17,0.765549189989309,0.669187145557656,0.357179752066116,0.46875,1.81227669134053,0.639654156346008,0.765549189989309,1.48914337420626,0.716126587046676,0.669187145557656,0.823515955046767,0.423203484213576,0.357179752066116,0.661563238157982,0.954434002924965,0.46875,567.0941,0,567.0941
"45",45,0,0,0,0,1,0,0,0,0,5,30,0,0,0,1,0,1,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,5,0,10,0,0,5,0,0,0,0,0,0,1,0,0,0,70,50,0,31,56,120,207,0.14975845410628,0.270531400966184,0.579710144927536,0,1,0,0,0,0,0,0,0,0,0,1,"W",16,0.796984760437817,0.767950052029136,0.656887755102041,0.486111111111111,1.96962890551104,0.710393463593083,0.796984760437817,1.69332757597007,0.814318432150848,0.767950052029136,1.36100631455092,0.75959208695422,0.656887755102041,0.679193265991526,0.979868756651153,0.486111111111111,622.66508,0,622.66508
"46",46,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,16,5,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,70,70,0,30,37,140,207,0.144927536231884,0.178743961352657,0.676328502415459,0,0,0,0,0,0,0,0,0,0,0,0,"CT",14,0.751756167005064,0.655555555555556,0.615047479912345,0.5,1.72772933176644,0.654676695491992,0.751756167005064,1.38600409232291,0.712265205562432,0.655555555555556,1.15179126499042,0.715648150259155,0.615047479912345,0.693147180559945,1,0.5,374.17331,0,374.17331
"47",47,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,70,70,0,26,26,140,192,0.135416666666667,0.135416666666667,0.729166666666667,0,1,1,0,0,0,0,0,1,0,1,4,"4",13,0.72265625,0.707100591715976,0.665680473372781,0.5,1.63873764165925,0.638896684993836,0.72265625,1.49220196410621,0.766840115835069,0.707100591715976,1.17736994486566,0.849292890374699,0.665680473372781,0.693147180559945,1,0.5,305.51998,0,305.51998
"48",48,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,5,1,0,1,1,0,0,1,0,5,0,0,0,0,0,0,11,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,40,70,0,26,27,110,163,0.159509202453988,0.165644171779141,0.674846625766871,0,0,0,0,0,0,0,0,0,0,0,0,"CT",15,0.740185930972186,0.739644970414201,0.688614540466392,0.462809917355372,1.77154183482402,0.654176142710715,0.740185930972186,1.62458780243983,0.781261588689545,0.739644970414201,1.29217422074317,0.802872984885072,0.688614540466392,0.655481773901393,0.94566030460064,0.462809917355372,216.73606,0,216.73606
"49",49,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,5,0,10,1,0,5,0,0,0,0,0,0,1,0,0,0,60,50,0,26,61,110,197,0.131979695431472,0.309644670050761,0.558375634517767,0,1,1,1,1,1,1,1,1,1,1,10,"10",14,0.792599654719266,0.707100591715976,0.529427573233002,0.495867768595041,1.86264285997977,0.705798558855604,0.792599654719266,1.49220196410621,0.766840115835069,0.707100591715976,1.05062127042185,0.652787698304499,0.529427573233002,0.689009238476659,0.994030211476957,0.495867768595041,407.42664,0,407.42664
"50",50,0,0,0,0,0,0,0,0,0,1,60,0,0,0,1,1,1,0,1,0,0,0,5,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,60,30,0,27,81,90,198,0.136363636363636,0.409090909090909,0.454545454545455,0,0,1,0,1,0,0,0,0,0,0,2,"2",15,0.784460769309254,0.727023319615912,0.428288370675202,0.444444444444444,1.86205108174203,0.687598435577064,0.784460769309254,1.59534579482666,0.767199155566496,0.727023319615912,0.878635527664939,0.545926948083445,0.428288370675202,0.636514168294813,0.91829583405449,0.444444444444444,535.25333,0,535.25333
"51",51,0,0,0,0,0,0,0,0,0,5,30,0,0,0,1,0,5,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,1,0,0,0,60,50,0,25,61,110,196,0.127551020408163,0.311224489795918,0.561224489795918,0,1,1,1,1,1,0,1,1,0,1,8,"8",14,0.806122448979592,0.6848,0.69067454985219,0.495867768595041,1.95486422371717,0.740743371422765,0.806122448979592,1.38234546799632,0.771501695253704,0.6848,1.41936562754894,0.792163039696644,0.69067454985219,0.689009238476659,0.994030211476957,0.495867768595041,550.15333,0,550.15333
"52",52,0,0,0,1,0,0,0,0,0,20,60,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,22,112,100,234,0.094017094017094,0.478632478632479,0.427350427350427,0,0,0,1,0,0,0,0,0,0,0,1,"D",15,0.819636204251589,0.640495867768595,0.641103316326531,0.48,1.95276668431951,0.721096929268413,0.819636204251589,1.3698574824662,0.703967489522181,0.640495867768595,1.24960766053236,0.697419314362954,0.641103316326531,0.673011667009257,0.970950594454669,0.48,535.78235,0,535.78235
"53",53,5,0,0,0,0,1,0,0,0,0,60,0,0,0,1,0,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,50,40,0,22,96,95,213,0.103286384976526,0.450704225352113,0.446009389671362,0,0,0,0,0,0,0,0,0,0,1,1,"SF",15,0.814300513566532,0.640495867768595,0.552300347222222,0.542936288088643,1.95416565371751,0.721613525820953,0.814300513566532,1.3698574824662,0.703967489522181,0.640495867768595,1.05759444462912,0.657120375044243,0.552300347222222,0.856997754778065,0.780072973530121,0.542936288088643,639.0103975,0,639.0103975
"54",54,0,0,0,0,0,0,0,0,0,1,70,0,0,0,1,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,60,30,0,22,87,90,199,0.110552763819095,0.437185929648241,0.452261306532663,0,0,0,0,0,1,0,1,0,0,0,2,"2",14,0.755031438600035,0.640495867768595,0.33584357246664,0.444444444444444,1.70521250322508,0.646144547179533,0.755031438600035,1.3698574824662,0.703967489522181,0.640495867768595,0.690417228590606,0.428980343545173,0.33584357246664,0.636514168294813,0.91829583405449,0.444444444444444,804.1647,0,804.1647
"55",55,0,0,0,0,0,0,0,0,0,5,60,0,0,0,1,0,1,0,5,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,60,30,0,26,90,90,206,0.12621359223301,0.436893203883495,0.436893203883495,0,0,0,0,0,0,0,0,0,1,0,1,"AF",14,0.798567254218117,0.707100591715976,0.524691358024691,0.444444444444444,1.92294117450543,0.728646988046208,0.798567254218117,1.49220196410621,0.766840115835069,0.707100591715976,1.07973461791307,0.670876838162762,0.524691358024691,0.636514168294813,0.91829583405449,0.444444444444444,516.28235,0,516.28235
"56",56,0,0,0,0,0,0,0,0,0,5,30,0,0,0,1,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,11,5,0,0,0,0,1,0,10,1,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,22,55,120,197,0.111675126903553,0.279187817258883,0.609137055837564,0,0,0,0,0,0,0,0,0,0,1,1,"SF",15,0.782859645958412,0.68595041322314,0.644628099173554,0.5,1.85706806327646,0.685758359472291,0.782859645958412,1.52631347322411,0.73400162622081,0.68595041322314,1.2945451658449,0.8043461359047,0.644628099173554,0.693147180559945,1,0.5,550.85333,0,550.85333
"57",57,0,0,0,0,0,0,0,0,0,5,10,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,1,0,5,0,0,0,0,0,0,1,0,0,0,60,60,0,23,36,120,179,0.128491620111732,0.201117318435754,0.670391061452514,0,1,1,0,0,0,0,0,0,0,0,2,"2",16,0.761212196872757,0.669187145557656,0.787037037037037,0.5,1.83889034565824,0.663239495604932,0.761212196872757,1.48914337420626,0.716126587046676,0.669187145557656,1.63370586772299,0.911788605435325,0.787037037037037,0.693147180559945,1,0.5,404.98235,0,404.98235
"58",58,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,50,70,0,21,31,120,172,0.122093023255814,0.180232558139535,0.697674418604651,0,1,1,1,0,0,1,0,1,0,1,6,"6",13,0.7355327203894,0.607709750566893,0.738813735691987,0.486111111111111,1.69977373519304,0.66269290278513,0.7355327203894,1.24137627774121,0.692825292156001,0.607709750566893,1.42927491467154,0.888058435575134,0.738813735691987,0.679193265991526,0.979868756651153,0.486111111111111,386.28235,0,386.28235
"59",59,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,5,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,60,70,0,27,28,130,185,0.145945945945946,0.151351351351351,0.702702702702703,0,1,0,0,0,0,1,0,0,0,0,2,"2",16,0.739167275383492,0.727023319615912,0.709183673469388,0.497041420118343,1.74431533307492,0.629128770193442,0.739167275383492,1.59534579482666,0.767199155566496,0.727023319615912,1.40010124510194,0.781411383139025,0.709183673469388,0.690185676018804,0.995727452084926,0.497041420118343,397.08235,0,397.08235
"60",60,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,1,0,1,0,0,0,0,0,0,1,0,0,0,60,60,0,27,48,120,195,0.138461538461538,0.246153846153846,0.615384615384615,0,0,0,0,0,0,0,0,0,0,1,1,"SF",16,0.783642340565417,0.727023319615912,0.640625,0.5,1.86217347193411,0.671637108308581,0.783642340565417,1.59534579482666,0.767199155566496,0.727023319615912,1.20710766706768,0.673699616381957,0.640625,0.693147180559945,1,0.5,498.08235,0,498.08235
"61",61,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,20,47,100,167,0.119760479041916,0.281437125748503,0.598802395209581,0,0,1,0,0,1,0,1,1,0,0,4,"4",12,0.777725985155438,0.57,0.535083748302399,0.5,1.75166248400707,0.704920840449486,0.777725985155438,1.10242880557267,0.684977529767123,0.57,1.01804202847653,0.632545077142402,0.535083748302399,0.693147180559945,1,0.5,600.43568,0,600.43568
"62",62,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,60,50,0,21,67,110,198,0.106060606060606,0.338383838383838,0.555555555555556,0,0,0,1,0,0,0,0,0,0,0,1,"D",13,0.788286909499031,0.607709750566893,0.548451770995767,0.495867768595041,1.7799594217947,0.693954996271848,0.788286909499031,1.24137627774121,0.692825292156001,0.607709750566893,0.988020780617716,0.613891827068645,0.548451770995767,0.689009238476659,0.994030211476957,0.495867768595041,540.28235,0,540.28235
"63",63,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,70,40,0,21,42,110,173,0.121387283236994,0.242774566473988,0.635838150289017,0,0,0,0,0,0,0,0,0,1,0,1,"AF",13,0.756924721841692,0.607709750566893,0.658730158730159,0.462809917355372,1.74992591936136,0.682245797278906,0.756924721841692,1.24137627774121,0.692825292156001,0.607709750566893,1.21466134849859,0.754711529481461,0.658730158730159,0.655481773901393,0.94566030460064,0.462809917355372,721.2647,0,721.2647
"64",64,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,60,30,5,20,51,95,166,0.120481927710843,0.307228915662651,0.572289156626506,0,1,1,1,1,1,1,1,1,1,1,10,"10",13,0.791406590216287,0.57,0.595924644367551,0.498614958448753,1.89050582685574,0.737053860871047,0.791406590216287,1.10242880557267,0.684977529767123,0.57,1.16405795617244,0.723269874021999,0.595924644367551,0.809205473228318,0.736570564133548,0.498614958448753,631.23568,0,631.23568
"65",65,0,0,0,0,0,0,0,0,0,20,80,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,5,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,40,20,0,26,126,60,212,0.122641509433962,0.594339622641509,0.283018867924528,0,0,1,1,0,1,1,1,1,1,1,8,"8",14,0.790316838732645,0.707100591715976,0.544847568657093,0.444444444444444,1.90459715280562,0.721696012978728,0.790316838732645,1.49220196410621,0.766840115835069,0.707100591715976,1.03915007140989,0.645660241617077,0.544847568657093,0.636514168294813,0.91829583405449,0.444444444444444,680.00666,0,680.00666
"66",66,0,0,0,0,0,0,0,0,0,5,60,0,0,0,5,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,60,40,0,26,90,100,216,0.12037037037037,0.416666666666667,0.462962962962963,0,0,0,0,0,0,0,0,0,0,1,1,"SF",14,0.801783264746228,0.707100591715976,0.524691358024691,0.48,1.91724199315996,0.726487436117755,0.801783264746228,1.49220196410621,0.766840115835069,0.707100591715976,1.07973461791307,0.670876838162762,0.524691358024691,0.673011667009257,0.970950594454669,0.48,476.08235,0,476.08235
"67",67,5,0,0,0,0,0,0,0,0,1,20,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,1,0,5,0,0,0,0,0,0,0,0,0,0,70,70,0,27,56,140,223,0.121076233183857,0.251121076233184,0.62780269058296,0,1,1,1,1,1,1,1,1,1,1,10,"10",16,0.781314725813911,0.727023319615912,0.720663265306122,0.5,1.88845673810865,0.681116792750673,0.781314725813911,1.59534579482666,0.767199155566496,0.727023319615912,1.45444348308031,0.811740363625329,0.720663265306122,0.693147180559945,1,0.5,478.88235,0,478.88235
"68",68,0,0,0,0,0,0,0,0,0,5,50,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,1,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,27,75,110,212,0.127358490566038,0.35377358490566,0.518867924528302,0,0,1,0,0,0,0,0,0,0,0,1,"N",15,0.800329298682805,0.727023319615912,0.524444444444444,0.495867768595041,1.91345583686829,0.706580637275294,0.800329298682805,1.59534579482666,0.767199155566496,0.727023319615912,1.08057384836485,0.671398281360604,0.524444444444444,0.689009238476659,0.994030211476957,0.495867768595041,437.4437889,0,437.4437889
"69",69,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,21,46,120,187,0.112299465240642,0.245989304812834,0.641711229946524,0,0,0,0,1,0,0,0,0,0,0,1,"HM",13,0.761245674740484,0.607709750566893,0.53875236294896,0.5,1.7264834459313,0.673106250970957,0.761245674740484,1.24137627774121,0.692825292156001,0.607709750566893,1.08565248048092,0.674553812914091,0.53875236294896,0.693147180559945,1,0.5,381.3133444,0,381.3133444
"70",70,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,22,41,120,183,0.120218579234973,0.224043715846995,0.655737704918033,0,0,0,0,0,0,0,0,0,1,0,1,"AF",14,0.763355131535728,0.640495867768595,0.672218917311124,0.5,1.77657745146634,0.67318638042825,0.763355131535728,1.3698574824662,0.703967489522181,0.640495867768595,1.29808729779306,0.806546986226912,0.672218917311124,0.693147180559945,1,0.5,496.88235,0,496.88235
"71",71,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,21,60,120,201,0.104477611940299,0.298507462686567,0.597014925373134,0,0,0,0,0,0,0,0,1,0,0,1,"I",12,0.774188757704017,0.607709750566893,0.513888888888889,0.5,1.74179831579481,0.700951207138269,0.774188757704017,1.24137627774121,0.692825292156001,0.607709750566893,0.983087758574785,0.709147917027245,0.513888888888889,0.693147180559945,1,0.5,446.18235,0,446.18235
"72",72,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,1,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,60,50,0,27,81,110,218,0.123853211009174,0.371559633027523,0.504587155963303,0,0,0,0,0,0,0,0,0,0,1,1,"SF",15,0.805361501557108,0.727023319615912,0.5502210028959,0.495867768595041,1.90382874263607,0.703025646223688,0.805361501557108,1.59534579482666,0.767199155566496,0.727023319615912,1.0412371192795,0.646956997368566,0.5502210028959,0.689009238476659,0.994030211476957,0.495867768595041,417.75333,0,417.75333
"73",73,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,5,1,0,0,0,60,50,0,21,53,110,184,0.114130434782609,0.28804347826087,0.597826086956522,0,1,0,0,0,0,0,0,0,0,0,1,"W",15,0.783612948960303,0.607709750566893,0.625133499466002,0.495867768595041,1.84382681810624,0.680868773169631,0.783612948960303,1.24137627774121,0.692825292156001,0.607709750566893,1.30696830026635,0.671648843036686,0.625133499466002,0.689009238476659,0.994030211476957,0.495867768595041,433.68235,0,433.68235
"74",74,0,0,0,0,0,0,0,0,0,1,70,0,0,0,1,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,5,1,1,0,0,60,50,0,25,104,110,239,0.104602510460251,0.435146443514644,0.460251046025105,0,1,0,0,0,0,0,0,0,0,0,1,"W",16,0.796029481276588,0.6848,0.504992603550296,0.495867768595041,1.875715541616,0.676521377501941,0.796029481276588,1.38234546799632,0.771501695253704,0.6848,1.05397078819064,0.506852809788157,0.504992603550296,0.689009238476659,0.994030211476957,0.495867768595041,582.8647,0,582.8647
"75",75,0,0,0,0,0,1,0,0,0,1,40,0,0,0,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,60,40,0,26,68,100,194,0.134020618556701,0.350515463917526,0.515463917525773,0,0,0,0,0,0,1,0,0,0,0,1,"S",15,0.802688914868743,0.707100591715976,0.561418685121107,0.48,1.89339360227215,0.699172268483619,0.802688914868743,1.49220196410621,0.766840115835069,0.707100591715976,1.05013986403187,0.586094217481271,0.561418685121107,0.673011667009257,0.970950594454669,0.48,554.0270075,0,554.0270075
"76",76,0,0,0,0,0,0,0,0,0,5,60,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,16,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,50,30,0,25,85,80,190,0.131578947368421,0.447368421052632,0.421052631578947,0,0,0,1,1,1,0,1,0,0,0,4,"4",13,0.793351800554017,0.544,0.477508650519031,0.46875,1.86347789221808,0.726516446337294,0.793351800554017,1.12253146014792,0.626496736546642,0.544,0.997614864139987,0.619852966326115,0.477508650519031,0.661563238157982,0.954434002924965,0.46875,611.55333,0,611.55333
"77",77,0,0,0,0,0,0,0,0,0,5,50,0,0,0,1,1,5,0,0,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,50,30,0,26,90,80,196,0.13265306122449,0.459183673469388,0.408163265306122,0,0,0,1,0,0,0,0,0,0,0,1,"D",14,0.826947105372761,0.707100591715976,0.623456790123457,0.46875,2.02206182025175,0.766206098503569,0.826947105372761,1.49220196410621,0.766840115835069,0.707100591715976,1.22607605036617,0.761803882519371,0.623456790123457,0.661563238157982,0.954434002924965,0.46875,601.78235,0,601.78235
"78",78,1,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,1,0,1,0,0,0,1,0,10,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,20,0,0,0,0,0,0,1,0,0,0,60,40,0,26,62,100,188,0.138297872340426,0.329787234042553,0.531914893617021,0,0,0,0,1,0,0,0,1,0,0,2,"2",15,0.818922589406971,0.707100591715976,0.739334027055151,0.48,2.01830311377824,0.745297525487809,0.818922589406971,1.49220196410621,0.766840115835069,0.707100591715976,1.45163450114121,0.810172640955329,0.739334027055151,0.673011667009257,0.970950594454669,0.48,416.08235,0,416.08235
"79",79,0,0,0,0,0,1,0,0,0,1,30,0,0,0,1,0,1,0,5,0,0,0,1,0,5,0,0,0,0,0,0,12,5,0,0,0,0,1,1,10,1,0,1,0,0,0,0,0,0,1,1,0,0,60,60,0,27,51,120,198,0.136363636363636,0.257575757575758,0.606060606060606,0,0,0,0,0,0,0,0,0,1,0,1,"AF",19,0.784970921334558,0.727023319615912,0.603613994617455,0.5,1.90269345326815,0.646198976012331,0.784970921334558,1.59534579482666,0.767199155566496,0.727023319615912,1.32184598680324,0.601598034373783,0.603613994617455,0.693147180559945,1,0.5,431.6929688,0,431.6929688
"80",80,0,0,0,0,0,0,0,0,0,5,30,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,5,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,60,50,0,22,42,110,174,0.126436781609195,0.241379310344828,0.632183908045977,0,1,0,0,0,0,0,0,0,0,0,1,"W",14,0.761329105562161,0.640495867768595,0.46031746031746,0.495867768595041,1.72653694324576,0.654224871839927,0.761329105562161,1.3698574824662,0.703967489522181,0.640495867768595,0.925043414135615,0.574761789186752,0.46031746031746,0.689009238476659,0.994030211476957,0.495867768595041,391.98235,0,391.98235
"81",81,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,5,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,60,60,0,25,47,120,192,0.130208333333333,0.244791666666667,0.625,0,0,0,0,0,0,1,1,0,0,0,2,"2",13,0.771484375,0.6848,0.535083748302399,0.5,1.76612262030682,0.688560425245474,0.771484375,1.38234546799632,0.771501695253704,0.6848,1.01804202847653,0.632545077142402,0.535083748302399,0.693147180559945,1,0.5,563.28235,0,563.28235
